cpu_usage,memory_usage,latency,status
16.07501565,175.3123613,3.175369612,0
15.33586456,161.7791155,2.915379507,0
20.37558402,186.8110888,0.836106951,0
23.49425489,235.3689616,3.096787089,1
15.91164822,224.0147393,1.701837454,0
22.40379334,226.5027234,0.880363822,1
20.26393053,214.7882317,0.953380322,0
18.53151346,191.5727209,1.534991052,0
17.29030229,170.9065347,2.165979137,1
24.7324867,179.1845784,0.921365998,0
22.1681759,187.604428,2.260843959,0
20.24094596,163.6372921,2.756520671,1
24.51304196,192.5038639,2.575463096,0
16.14199495,181.6745703,2.048315025,0
22.90214294,228.2873564,2.568901663,0
23.68095961,231.5766718,3.063685466,0
16.54668444,225.1830643,2.805882995,1
19.43977287,188.5216958,2.529578412,0
22.84380762,199.43387,0.661528874,0
18.0167324,213.2257294,2.890194681,1
22.50314806,184.5245672,3.163025092,0
23.84706262,225.3066209,1.842269048,0
23.84340306,208.8755122,1.892544368,0
24.03277656,237.7295453,1.101770362,0
21.93849826,163.9265664,1.792440448,0
22.53456919,188.9095518,1.360885946,0
23.59374045,163.6991343,1.318882559,0
18.80092797,230.7512588,2.049859888,0
20.33652986,209.9615181,2.391584723,1
23.47271471,185.2588612,1.008781801,0
18.96057184,228.7920679,1.280647008,0
16.63857202,181.8828336,1.41116707,0
21.87742075,161.9277073,1.262758801,0
24.42218068,225.7125374,2.224450857,0
17.57920885,213.3348501,1.292354977,0
22.19372945,167.3101725,1.178906052,0
22.6492513,172.4964687,2.298954302,1
24.87562225,204.1224834,2.45623898,1
19.97008607,171.3506362,2.631565078,0
15.45380765,233.1087759,2.055020278,1
16.22529235,228.0908095,1.996416358,0
15.22052857,200.9277497,0.992908635,0
18.9115199,217.8073639,3.462824555,1
16.97838719,194.2511471,3.200576606,0
18.50513886,227.1110562,1.992921233,1
19.39245549,221.494474,1.27231358,0
15.87814881,235.1771017,2.05654756,0
22.45582418,185.9870794,0.883871583,0
19.37566337,174.4599758,1.345142817,0
21.67465297,207.4388852,1.864878665,0
18.4222204,192.8676427,1.592001885,0
23.06389419,205.9621801,0.98625681,0
20.33603615,203.9525523,2.80585794,1
16.9619166,172.7425789,2.572452555,1
18.53243011,171.0051616,2.432021626,1
15.58474621,212.9592166,1.720404636,0
16.52861721,180.8317553,2.056687143,0
19.48914346,203.1105919,1.59299594,0
24.786081,220.1242423,2.301820539,0
16.02967873,179.5835312,1.474006943,1
19.11387914,225.01409,3.440427464,0
19.10213897,236.4160526,3.078809868,0
16.21314029,178.5246951,1.152206602,0
20.32109339,164.8397856,2.743280396,0
17.86042775,182.9188709,0.892136357,0
20.81213612,169.4048835,1.017259488,1
24.31013807,227.7108459,0.887336475,0
18.90489958,211.0025042,1.579083395,1
24.81225468,202.7643794,2.468851781,0
17.03568812,170.7569848,3.276250746,1
22.18377468,173.8862362,2.310809394,0
15.64622418,223.8687858,1.125531833,0
24.60883268,183.1793584,2.326100991,0
18.22663761,199.5602776,2.659127809,0
15.83922227,192.7881117,0.881923325,0
23.11050142,172.0214608,0.92377225,0
22.14916505,235.5278412,1.522810952,0
15.57788349,177.6653104,2.57402189,0
16.5193991,168.7818204,2.416797416,0
17.65408222,237.4910445,2.888230079,0
21.99135918,214.6192082,0.70502488,0
21.74746502,186.4546113,3.39478985,0
19.42007809,230.223972,2.041601906,0
24.16088216,239.7070924,1.042847261,0
23.28529984,203.9442912,2.548931946,0
19.83908721,213.2700907,2.661817305,0
22.48046864,218.5930216,2.647841854,1
21.06680754,196.9283274,1.064423517,0
24.20502843,207.9045204,1.542350884,0
23.7710308,215.2897994,3.093128181,1
18.99456506,171.0943286,0.654885881,1
19.48038003,172.8818056,2.459144965,0
22.47594877,219.5633208,2.889405453,0
21.62332911,217.6191112,2.502493136,0
19.29915652,164.0139239,0.72507616,0
15.78573542,234.3485389,3.063965334,0
24.15542484,215.9233034,3.161099075,1
17.24131849,203.4749656,2.150661748,1
24.20322118,175.2515546,0.865641756,0
23.3906049,234.1258267,1.194020538,0
20.47051445,210.5052573,2.879462683,0
19.00724245,221.702397,2.7406628,1
16.3415639,228.4151849,2.405921033,0
21.63021838,173.6099998,2.172239692,0
18.04585915,226.9534876,0.625092819,0
21.63381929,213.5620508,2.388209061,0
21.9873469,237.0740522,2.491393441,0
19.99969161,165.3346075,0.582680757,0
23.94908586,236.6784077,2.837406049,1
22.73753741,160.0676413,0.714264277,0
15.83220804,230.861014,0.810911035,0
19.98737545,182.3566608,0.727588249,0
20.1020373,174.3805602,1.906123242,0
23.46328919,176.952336,2.014099772,0
24.99741884,160.8357895,2.756296115,1
18.24642611,203.2169985,1.654045875,0
17.43756158,198.1817684,1.211119253,0
18.74522701,189.5765283,2.818106242,0
20.51996063,167.9184265,2.976872476,0
17.07404211,186.7391216,2.259364497,0
20.69327267,210.0764072,3.061284888,1
17.69149608,200.8166685,2.220836722,0
20.81533907,226.1283721,3.341809851,0
21.43141505,231.5888049,2.815376136,0
24.55593282,163.9843552,2.399929891,0
22.057581,193.6988429,1.842002309,0
15.91829829,185.1233664,0.629569282,0
17.54550321,203.4613668,2.799817996,0
17.98718007,182.9937795,3.13959762,1
16.12162659,201.7121645,1.279596105,0
20.37397705,239.6667514,2.891433973,1
22.72340353,186.9586916,1.560672381,0
23.42003248,198.6499306,2.356680667,0
17.11203551,184.9196726,3.234497326,0
22.29119834,218.3683603,1.484615403,0
23.39332248,196.3859266,2.645398043,1
24.72391852,190.0371671,0.879554536,0
16.72485167,212.7808173,1.828760072,0
15.74963481,170.1798479,3.190900638,1
24.9290718,236.5400364,3.030095934,0
23.58771429,190.1942511,1.326261739,1
24.87727687,206.205105,1.360211199,0
18.94338931,192.9245865,1.871553974,0
24.27116699,168.1951901,0.862162327,0
17.57883837,176.5420287,1.867827027,0
15.93405281,232.5848384,1.422062815,0
21.26298856,198.9067376,2.337578874,0
17.81580421,167.0564891,0.914598836,0
18.39859461,208.7683942,2.131459148,0
17.18411686,221.7940309,1.476087073,0
21.07028061,162.1875798,3.488423404,1
21.11318811,206.3187261,3.358219542,0
16.79910744,215.6574353,1.180366603,0
15.38245651,205.3490399,1.272476602,0
15.95955753,193.7990221,2.223003213,0
24.41773843,200.614585,2.419730208,0
20.8942546,214.3120104,1.63058561,0
16.32315974,225.9262161,1.642698073,0
19.84499507,203.5870302,1.176629577,0
24.08118934,178.7630444,1.552489176,0
15.29064364,177.6341161,2.131194192,0
16.22337658,190.9271897,1.686759949,0
23.55386436,238.6706532,1.659407406,0
18.707842,238.5410176,2.471679221,1
17.14944458,184.6510105,2.55876304,1
16.40859729,204.5433708,3.223952272,0
22.36469368,203.7157736,2.384799553,0
24.07220501,236.7192862,2.799038657,1
22.68515207,172.643325,3.480717991,0
19.75095152,238.0753964,1.410680632,0
21.98066395,170.3890882,1.8017382,0
16.15741637,187.415005,3.257759112,1
22.10948741,160.1400059,2.68220906,0
22.04643948,180.3407979,1.964087706,0
24.55535553,213.360558,2.327195796,0
24.90155462,201.3295506,0.91684355,0
18.69973683,167.0328834,3.176755228,1
16.10447681,226.8469972,3.071803715,0
24.41466763,230.842565,0.926540845,0
24.31968562,194.4002544,1.495494683,0
24.03740904,233.8074309,3.245296583,1
20.25452511,187.7588864,1.805080778,0
18.75696416,218.5949773,1.153817412,0
15.07779814,177.1555186,2.103810843,1
20.38457045,170.7841343,2.803430379,0
21.34858805,169.9589074,3.39969085,1
23.86132096,191.9527494,1.120793179,0
19.59866307,173.0610273,1.195897506,0
21.77004382,219.6677432,3.465370512,0
22.17985633,175.5613525,2.452041393,0
15.02707753,171.6139468,1.431179238,0
20.65639617,232.8346248,0.705776835,0
21.87817292,163.4672229,3.217500704,1
20.46950181,172.5317322,1.55506202,0
15.03743607,218.8402347,1.647636508,0
22.7819694,187.0024261,2.223113048,0
23.65968026,222.6189559,1.518814424,0
18.58075034,212.9685792,0.635744448,0
23.20352598,187.440479,2.402091238,0
24.99551989,174.8599011,1.735867555,0
18.37107362,175.2647195,2.626539794,0
19.98767862,225.8358778,2.929396393,0
16.36106735,168.8589782,3.081561605,0
16.7883685,186.2280146,3.085650651,0
19.83850569,233.626258,2.212241674,0
16.57285964,202.2017617,3.39305367,0
16.74807926,226.7375871,3.497249978,0
23.35184302,170.2825693,1.313026443,0
24.82600868,168.9761807,1.373666503,0
22.52285472,190.8639798,0.57187393,0
17.6949028,177.3297989,3.351674653,0
20.89057418,206.3224934,1.846731536,0
19.2792841,221.5642785,2.444083938,0
16.7033953,181.4564413,0.631979805,0
23.29268661,228.5949243,2.911615705,0
19.57997617,226.8072767,2.137186922,0
18.54632531,233.4765593,3.458956341,0
23.34636673,218.1320401,2.939063122,1
19.73932373,172.0482625,2.086212848,0
22.90099668,233.7752869,3.198032181,1
19.41860208,239.9622231,2.896769529,0
19.774656,223.2459602,1.765940372,0
22.77829625,182.7115349,0.937057329,0
24.34599609,167.1881626,0.990737518,0
24.87461195,236.776546,0.725920981,0
15.97479091,218.446526,1.01101291,0
16.99011886,223.1829289,2.898685909,1
22.27170044,183.5826129,1.841983099,0
22.36193519,214.9417734,2.880215227,0
21.31258037,228.0537257,2.5875385,0
15.49725042,168.1429738,1.58971196,0
16.46525029,224.9005223,1.815638616,0
23.90406516,169.0499729,0.943896452,0
16.7218978,179.0920561,1.639332051,0
19.83154132,196.0166901,3.153424203,0
18.53694306,166.9725965,0.660857477,0
19.20436784,217.8377804,3.401695658,0
15.36464752,220.0740546,3.088569561,0
22.84322089,198.482732,1.93105727,0
19.1663655,219.2988687,2.548682791,0
21.42981001,161.5367051,3.209755053,0
19.47493968,203.2107136,2.528511045,0
24.78357211,213.371259,1.290632369,0
18.34059997,239.1421276,2.380741322,0
24.71240563,225.2920021,2.257253777,1
18.84627372,178.6332984,2.15468246,0
20.37013766,179.7960316,0.68312082,0
15.9762602,192.7939286,1.303497484,0
17.49224638,160.9867873,0.764143201,0
22.05699281,173.5121445,1.303275855,0
17.34831855,161.3182781,2.439270832,0
21.31303549,180.4052837,0.962857741,0
21.38509943,221.62234,1.949042123,0
15.56087287,235.9178757,3.266151518,0
17.04187176,222.7984111,0.645576674,0
23.7821627,196.0131229,1.479230469,0
18.26719119,195.3844137,0.874150416,0
23.13391344,231.1235632,2.772703293,0
23.12842124,161.0917435,1.703818412,0
20.03809073,163.573304,0.60736744,0
24.23396227,188.8629801,0.789210231,0
17.42698615,176.6051748,3.228061721,0
20.74234572,179.397403,1.163062909,0
21.66647433,166.4049721,3.281087919,0
21.35239871,217.8798908,2.044972345,0
19.46008407,198.8820222,1.991546394,0
20.22635575,196.0708944,1.486574134,0
19.79958792,201.6484522,1.835621301,0
23.54018966,236.2624565,1.128187014,0
20.69590709,222.4245734,3.309001591,0
19.89518769,209.0194906,1.101861185,1
24.89602007,186.327242,3.466308074,0
19.98694537,213.6753067,3.104752596,1
22.69696558,223.0281999,1.937184447,0
19.78414385,187.4130536,1.619267866,0
17.45465109,166.9658553,1.965338323,0
22.95076199,200.975519,3.422972763,0
17.61325651,180.6240812,0.566763276,0
17.63686189,164.0163665,2.593273589,0
21.98426866,225.2297156,1.857324227,0
23.66840955,170.0969279,1.888458759,0
15.19322485,223.4739785,2.895452614,0
17.78861193,168.0642223,3.236168037,0
16.39013859,226.5280011,2.539547323,0
22.26547629,169.6460481,2.777512464,0
15.20327352,172.4244862,2.568579825,0
19.00559034,192.250639,2.959791704,0
19.18578406,167.5600779,1.718143703,0
21.50622617,177.9832062,0.526801693,0
24.2894955,203.9296839,2.259977307,0
24.49972761,161.8503926,2.446512193,0
23.6849339,179.5252045,0.886757416,0
24.88149917,200.9015285,3.37308836,1
24.34117494,185.4260624,1.573682067,0
18.12302105,212.7568552,2.312827571,0
20.85089107,232.4397785,2.344679725,0
20.71234546,227.8262532,0.920100956,0
15.42344192,215.191513,1.928365985,0
21.51905426,174.5062652,2.040167891,0
15.37967881,194.665556,3.312503195,0
19.00283322,228.2580401,1.769369482,0
24.38741813,170.7920019,2.697783726,0
24.5325191,203.6598728,2.486153809,1
15.50783236,218.1842889,2.575097378,1
18.08860155,191.0144413,1.342006244,0
23.21973689,187.6098373,2.064075049,1
20.43363985,202.4679281,2.115736529,0
20.22528173,229.2096562,0.512244663,0
18.06877571,163.3461665,1.659423974,0
15.30582111,221.3078436,2.423250487,0
23.88441015,192.2814578,2.404698077,1
19.63773049,188.7938734,3.042133111,0
21.7870874,179.7059702,0.724546565,0
15.01291854,178.6324767,2.548636725,0
16.92620875,219.6856095,2.306167271,0
21.77367434,168.0592241,3.001824588,0
23.99041634,237.6638532,2.458800503,1
20.99507284,198.7481264,2.582620323,0
15.06321635,230.1211352,3.360607274,0
23.80959571,184.7152071,0.839430024,0
21.15469932,225.027418,1.661792778,0
15.78011935,175.342794,1.078506853,0
21.36839486,225.5443452,1.7853728,0
18.78777025,220.8841109,1.231188449,0
15.27590416,237.8596192,1.682635304,0
24.86832429,208.3147267,2.459127909,0
19.17340626,196.2096889,2.688493071,0
21.32482609,201.1353318,2.73033723,1
16.02797807,216.4940374,1.145942884,0
19.01251082,166.5258272,0.95589781,0
16.20904848,227.6302778,1.906724277,0
22.89388482,228.7146586,2.656166695,0
15.576415,209.135274,2.693726709,1
23.96544807,203.9814193,2.443782746,0
19.01833972,234.9140695,1.139132099,0
15.7285098,202.086654,2.730403708,1
23.14522031,232.5927084,1.023529737,0
19.79566269,190.5764327,1.767318829,0
23.72183507,208.1022783,3.186205393,1
19.5943567,199.6370644,1.439814292,0
20.49104541,196.8702515,1.393921692,0
24.66822207,169.7315455,3.304708085,1
19.00630927,195.3984093,3.338097561,0
22.23100024,191.8440833,0.784602652,0
23.9696048,199.7478028,2.326474541,1
19.08460491,239.1379039,2.606376044,0
21.35804384,237.5242697,2.075429637,0
17.47214275,229.180864,2.990117883,0
23.14333685,180.0911651,1.360333736,0
16.99321352,233.8978216,3.300585095,0
16.55738673,179.0729499,0.713245451,0
22.39828372,210.1582705,3.12233071,1
17.69974736,208.2021539,2.694842979,1
17.91306291,203.1531598,1.152847009,0
22.701799,176.5735117,2.709801568,0
22.84359535,222.2790477,1.055976198,0
22.07171341,181.0838836,0.891908733,0
23.02006768,220.3673856,0.683677885,0
17.05833692,193.8320193,0.666848635,1
18.02309027,222.3113567,0.895709344,0
24.27463696,160.2302476,1.616733943,0
17.87456579,218.0152122,0.879100032,0
15.59357164,237.0545983,1.006275444,0
18.39617311,160.7367369,2.478532222,0
20.86490465,170.6091463,2.440427016,0
23.22960071,195.8909982,1.927068442,0
17.44606574,200.8179448,0.545195164,0
20.92631246,204.9761591,3.025016129,1
17.53755938,228.8909107,1.482927718,0
16.69981575,177.9581797,2.532244577,0
23.69010832,218.2646787,0.710928316,0
20.37388564,212.1995867,1.831958237,0
24.52294341,208.6692705,0.619550776,0
16.24066523,173.3528297,2.92707764,0
21.29918372,212.3269587,1.311870926,0
24.97324274,170.9302349,2.448474866,0
21.70966076,214.5296137,0.614788494,0
20.13379543,201.4250036,0.886612177,0
24.96838354,199.1072187,1.150109583,0
16.20192392,226.327396,2.037152394,1
23.50269674,212.1493319,3.303080807,1
16.18559285,160.2357056,3.472665722,1
21.2530537,184.4378737,1.530763672,0
23.92623238,169.4141628,1.741405351,0
19.78922229,184.1355529,1.164284791,0
21.21643866,179.562508,1.052168589,0
23.83291831,161.1881129,3.167078629,0
18.26601955,214.7788608,1.246209184,0
15.78535868,169.4544583,1.249018433,0
20.61238157,168.0796617,2.365412983,0
15.51680923,239.2010742,1.356328486,0
15.72343654,230.5975852,0.568777103,0
18.05794224,162.9070295,2.090183077,0
24.87422389,181.679825,1.286108937,0
24.32156418,222.4354613,3.464900148,0
24.55866919,191.3784516,2.671653991,1
23.16001434,197.3231556,3.133758378,0
17.67024649,237.2871524,1.27229047,0
18.75849771,181.0120186,2.928374369,1
15.12013424,193.2231136,1.008547483,0
24.35662013,177.8413363,1.461773241,0
24.76690192,236.927904,3.048711486,0
23.72693741,174.1446616,1.482229724,0
22.88844948,230.1895365,3.196028058,0
21.41387727,170.3868336,1.263402291,0
22.13481848,188.3165989,2.500267416,0
21.85103835,212.1652597,1.889417705,0
22.38384622,206.6430158,1.421776388,0
15.8764718,182.0030491,1.400337907,0
23.64523902,236.1674788,3.166613314,0
18.14566252,175.1345635,1.347824902,0
22.13953709,188.207815,3.159815723,0
22.2860825,171.2611493,2.603613906,0
23.05798521,229.0455098,2.636578758,1
15.26475961,215.5352836,0.585764247,1
24.23601192,196.4012475,2.678432409,0
20.34027312,166.1118353,0.90572643,0
17.24535769,193.5987433,2.977458264,0
16.56880783,172.1386159,1.144004671,0
23.97222126,233.9390336,0.635781694,0
17.17105923,181.4101646,1.892705684,1
15.47026888,190.7085256,2.751066109,1
24.91594791,233.539094,2.33200732,1
16.75865475,185.0450855,2.074738504,0
19.6254351,176.7194291,0.656315882,0
23.9649298,187.8601339,2.832718881,0
19.79510347,209.8451198,2.137797745,0
20.45661658,185.8681915,1.884788313,0
15.40841042,208.4366693,1.011710381,1
22.11324281,191.4846642,1.607475922,0
15.11002953,200.6101119,2.557697515,0
18.21899389,238.350175,0.842093346,0
24.32416635,237.4786668,3.117991446,0
17.49216641,210.9028194,1.893773954,0
23.93837961,219.0257568,2.156366154,0
24.04055696,175.8572377,3.28014732,1
17.4288712,195.9821013,0.624014599,0
24.94717772,229.2234919,3.372029158,1
24.4189581,161.8219814,0.939092136,0
21.97644383,161.8021745,1.558806807,0
23.23881468,223.122997,1.062414615,0
16.85579346,216.0220906,3.46526222,0
21.70122543,239.4746569,2.387731154,0
16.77766749,220.49373,0.846521807,0
18.98911217,236.3675203,3.370542637,0
24.47445923,222.9565736,3.025008298,0
15.91049443,201.105112,1.904251373,0
19.16545383,176.1303957,1.224813545,0
19.71128799,217.1206247,0.79286656,0
24.46927144,188.541495,1.070168634,0
19.08780172,178.1282266,1.432565301,0
18.45491795,196.6194775,0.982023779,0
20.05025652,205.6942837,2.291602145,0
20.5021885,225.7104951,1.174276217,0
20.20721348,175.6795017,1.075916182,0
